id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
21936,2,0,2,4,1,0,0,60,2018,3,5,1,0,0,0,63.75,0,1
25131,2,2,0,1,0,0,3,17,2018,10,7,1,0,0,0,224.1,2,0
29088,3,0,0,4,0,0,0,55,2018,4,19,1,0,0,0,130.05,2,0
40254,2,0,2,0,0,0,0,304,2018,10,21,1,0,0,0,74.15,1,1
5566,2,0,0,2,1,0,0,135,2018,5,2,1,0,0,0,94.5,1,0
23651,3,0,0,2,0,0,1,68,2018,12,29,1,0,0,0,131.4,3,0
26266,1,0,0,3,0,0,1,2,2018,6,21,1,0,0,0,129.0,4,0
1437,2,1,0,2,0,0,0,17,2018,6,8,1,0,0,0,138.6,2,0
36390,2,1,0,4,0,0,0,116,2018,10,23,1,0,0,0,104.85,3,0
29737,2,0,0,2,2,0,0,256,2018,8,15,0,0,0,0,115.0,1,1
19754,2,0,1,4,0,0,1,32,2017,10,26,0,0,0,0,68.0,1,0
24790,2,0,2,3,0,0,0,293,2018,12,25,1,0,0,0,93.67,0,0
34251,1,0,0,1,0,0,0,0,2018,1,7,0,0,0,0,45.0,2,0
531,2,2,0,3,0,0,3,20,2018,7,6,1,0,0,0,231.0,1,0
10768,2,0,2,2,0,0,0,128,2018,6,11,1,0,0,0,126.9,1,0
33920,2,0,0,2,2,0,0,39,2017,8,4,0,0,0,0,109.0,0,0
21335,1,0,1,5,0,0,0,174,2018,9,22,0,0,0,0,95.67,1,0
25045,3,0,1,0,0,0,1,26,2018,4,28,1,0,0,0,153.0,0,1
30713,2,0,0,1,1,0,0,98,2018,6,10,1,0,0,0,116.1,3,0
9812,2,0,0,4,0,0,0,236,2018,9,27,1,0,0,0,81.16,1,1
11054,3,0,2,2,0,0,1,2,2018,2,27,1,0,0,0,130.0,1,0
39958,2,0,0,1,2,0,0,23,2018,1,2,1,0,0,0,109.0,1,0
35324,2,2,2,2,0,0,3,18,2018,7,2,1,0,0,0,187.0,1,0
30253,3,0,0,1,0,0,1,59,2018,7,28,1,0,0,0,123.3,2,0
16263,3,0,0,4,0,0,1,62,2018,5,7,1,0,0,0,159.3,0,0
7034,3,0,0,2,2,0,5,24,2018,5,19,1,0,0,0,229.6,1,0
5802,2,0,0,3,0,0,3,140,2018,12,27,1,0,0,0,140.98,2,0
37395,2,1,1,2,0,0,0,11,2017,10,23,0,0,0,0,75.0,1,0
25002,2,0,1,2,0,0,0,131,2018,8,12,1,0,0,0,105.3,3,0
41415,1,0,0,2,0,1,0,37,2017,9,2,1,0,0,0,85.5,1,0
28275,2,0,0,2,0,0,0,66,2018,11,17,0,0,0,0,75.0,0,0
16949,3,0,1,3,0,0,1,124,2018,7,11,1,0,0,0,130.05,0,0
175,2,0,2,1,0,0,1,23,2018,1,2,0,0,0,0,90.95,1,0
28317,2,0,2,4,0,0,1,140,2018,7,12,1,0,0,0,114.33,0,1
35052,2,0,0,4,1,0,0,197,2018,8,21,1,0,0,0,81.5,1,1
19314,2,0,1,2,0,0,0,169,2018,7,25,1,0,0,0,105.3,0,1
30840,2,1,0,3,2,0,1,13,2018,3,10,0,0,0,0,86.8,0,0
744,2,0,0,5,0,0,0,150,2018,3,19,0,0,0,0,41.43,0,0
27135,3,0,1,4,0,0,1,194,2018,8,10,1,0,0,0,132.18,0,1
37000,2,0,0,4,0,0,2,292,2018,10,27,1,0,0,0,84.82,0,1
35911,2,0,1,1,0,0,0,301,2018,7,30,1,0,0,0,115.0,1,1
7703,2,0,1,1,0,0,0,45,2018,4,21,0,0,0,0,85.5,0,0
20271,3,0,1,1,0,0,1,101,2018,8,6,1,0,0,0,150.3,0,1
22543,3,0,1,2,0,0,1,40,2018,6,27,1,0,0,0,147.9,2,0
30578,2,0,0,3,0,0,0,1,2018,9,12,1,0,0,0,180.0,1,0
11845,2,0,0,2,0,0,2,31,2018,3,17,1,0,0,0,81.9,1,0
2519,1,0,0,2,0,0,0,77,2018,3,31,1,0,0,0,76.5,0,1
5058,2,1,2,5,0,0,0,196,2018,10,4,1,0,0,0,106.2,0,1
40620,2,0,0,1,0,0,1,14,2018,6,29,1,0,0,0,166.0,0,0
23872,2,1,0,3,0,0,0,192,2018,8,9,1,0,0,0,121.5,0,1
31722,2,1,1,2,0,1,0,6,2018,9,18,1,0,0,0,162.33,3,0
37010,1,0,0,1,0,0,0,10,2017,10,8,0,0,0,0,70.0,0,0
12023,2,0,2,0,0,0,0,87,2018,7,23,0,0,0,0,75.0,0,0
7095,2,0,1,3,0,0,0,127,2018,5,30,0,0,0,0,90.0,0,1
15426,2,0,1,0,0,0,0,175,2018,7,23,1,0,0,0,85.5,0,0
15674,2,0,0,3,0,0,1,38,2017,11,1,0,0,0,0,60.0,1,0
1574,2,0,2,1,0,0,0,41,2017,9,27,0,0,0,0,65.0,0,0
28604,2,0,0,1,0,0,0,162,2018,10,14,1,0,0,0,118.8,1,1
9541,2,0,0,2,0,0,0,136,2018,10,4,1,0,0,0,118.8,2,0
35536,2,0,0,3,0,0,0,335,2018,10,13,0,0,0,0,90.0,0,1
3223,2,0,0,4,2,0,0,100,2018,9,28,1,0,0,0,110.0,0,1
29615,2,0,0,2,0,0,0,112,2018,6,14,0,0,0,0,100.0,0,0
8457,1,0,4,10,0,0,0,15,2018,1,25,2,0,0,0,75.5,1,0
23905,2,1,2,3,0,0,0,65,2018,12,4,1,0,0,0,119.0,2,0
15512,1,0,0,2,0,0,0,163,2018,6,5,0,0,0,0,100.0,0,1
1927,2,1,0,1,0,0,0,2,2018,8,2,1,0,0,0,120.0,2,0
24032,2,0,2,5,0,0,0,150,2018,9,28,0,0,0,0,80.75,0,0
4488,2,0,1,1,2,0,0,200,2018,8,26,1,0,0,0,164.25,0,1
32296,1,0,0,1,0,0,0,8,2017,10,5,0,0,0,0,109.65,0,0
22421,2,0,0,2,0,0,1,144,2018,5,6,1,0,0,0,114.3,0,0
39935,2,0,1,2,0,0,0,127,2018,7,28,1,0,0,0,105.3,0,0
8058,2,0,2,2,0,0,0,121,2018,6,4,1,0,0,0,90.95,0,1
10483,2,0,0,1,2,0,1,9,2018,9,16,1,0,0,0,179.0,1,0
1842,2,2,0,1,0,0,3,20,2018,8,11,1,0,0,0,231.0,1,1
31779,1,0,0,1,2,0,0,36,2017,10,17,0,0,0,0,91.0,0,0
5690,2,0,2,1,2,0,0,21,2018,5,21,0,0,0,0,107.0,1,0
41874,1,0,0,3,0,0,0,43,2018,11,1,0,0,0,0,75.0,1,0
31712,1,0,0,2,0,0,0,54,2017,11,18,2,0,0,0,65.0,0,0
1601,1,0,0,2,0,0,0,103,2018,10,13,0,0,0,0,115.0,0,1
18511,2,0,0,2,0,0,0,165,2018,10,22,1,0,0,0,118.8,1,1
21239,2,0,1,2,0,0,1,189,2018,3,25,0,0,0,0,60.0,0,0
23120,2,1,0,4,0,0,0,7,2018,11,16,1,0,0,0,111.67,3,0
31142,2,1,1,3,0,0,1,81,2018,12,5,1,0,0,0,126.0,0,1
40660,2,0,0,1,0,0,0,14,2018,9,15,0,0,0,0,160.0,0,1
31617,2,0,0,4,0,0,1,16,2018,3,30,1,0,0,0,135.8,0,1
3244,3,0,1,2,0,0,0,60,2018,4,15,1,0,0,0,143.7,0,1
21306,3,0,0,3,0,0,1,58,2018,4,26,1,0,0,0,137.7,1,0
18283,2,0,0,3,0,0,1,178,2018,10,27,1,0,0,0,102.6,2,1
36868,1,0,1,2,0,0,0,48,2018,2,19,1,0,0,0,72.9,0,1
32936,2,0,1,2,0,0,0,191,2018,6,23,0,0,0,0,71.0,0,1
3962,1,0,0,1,0,0,0,86,2018,4,27,1,0,0,0,85.5,2,0
849,2,0,1,0,0,0,1,253,2018,6,8,1,0,0,0,115.2,1,1
11818,3,0,0,4,0,1,1,15,2018,1,20,1,0,0,0,130.0,1,0
21327,2,0,1,3,0,0,0,144,2018,9,5,1,0,0,0,118.8,0,1
10022,1,0,0,4,0,0,1,33,2018,2,17,0,0,0,0,72.38,0,0
21480,2,0,0,3,0,0,1,28,2018,9,17,1,0,0,0,154.0,1,1
16516,1,0,3,5,0,0,1,5,2018,7,11,3,0,0,0,110.0,1,1
14144,2,0,1,2,0,0,1,141,2018,9,20,0,0,0,0,80.75,0,0
27617,2,0,1,2,0,0,0,101,2018,4,22,0,0,0,0,80.0,0,0
3019,2,1,0,1,0,0,0,65,2018,7,23,1,0,0,0,121.5,0,1
28703,2,0,1,3,0,0,0,206,2018,7,25,1,0,0,0,90.95,1,0
35748,1,0,0,5,0,0,0,184,2018,10,17,1,0,0,0,90.9,2,0
21187,2,0,1,2,0,0,0,101,2018,6,24,0,0,0,0,90.0,0,1
1233,2,0,0,3,0,0,0,164,2018,8,4,1,0,0,0,105.3,0,1
11992,3,0,0,3,0,0,1,71,2018,7,19,1,0,0,0,150.3,0,1
35734,2,0,1,1,0,0,1,43,2017,10,26,0,0,0,0,75.0,0,0
36574,2,0,2,5,0,0,1,59,2018,3,12,1,0,0,0,87.3,1,0
24954,2,0,2,3,0,0,1,64,2018,4,17,1,0,0,0,112.2,0,1
33269,1,0,0,2,1,0,0,37,2018,10,27,1,0,0,0,115.0,0,1
35086,2,0,0,1,2,0,0,0,2017,8,11,1,0,0,0,124.0,0,0
424,1,0,1,2,0,0,0,0,2018,12,1,2,1,0,2,65.0,0,0
22651,2,0,2,7,0,0,0,91,2018,7,13,1,0,0,0,114.3,0,0
16879,2,0,0,2,1,0,0,180,2018,8,26,1,0,0,0,85.5,0,1
13083,2,1,2,4,2,0,1,29,2018,4,13,1,0,0,0,129.2,2,0
21758,1,0,0,2,0,0,0,32,2018,11,18,0,0,0,0,73.0,0,0
4118,0,2,2,3,0,0,2,65,2018,2,5,1,0,0,0,65.66,1,0
809,2,0,1,2,0,1,1,2,2018,10,16,1,0,0,0,169.33,2,0
39596,1,0,0,3,1,0,0,102,2018,5,4,1,0,0,0,116.1,0,0
15067,2,2,1,0,0,0,2,39,2018,2,13,1,0,0,0,83.16,0,0
38687,2,0,2,2,0,0,0,111,2018,12,22,1,0,0,0,88.4,1,0
19725,2,2,2,1,0,0,3,217,2018,8,13,1,0,0,0,167.95,1,1
11252,2,0,2,2,0,0,0,179,2018,6,28,1,0,0,0,90.95,0,1
24446,2,0,2,2,0,0,0,242,2018,8,10,1,0,0,0,100.3,0,1
32442,2,0,0,4,0,0,1,149,2018,5,5,1,0,0,0,99.45,1,0
33806,3,0,0,4,0,0,1,72,2018,7,6,1,0,0,0,150.3,0,0
1208,2,0,0,3,0,0,0,19,2017,10,6,0,1,1,0,100.0,0,0
11203,2,1,1,1,0,0,0,32,2018,4,18,1,0,0,0,121.5,1,1
35209,2,0,2,4,0,0,1,189,2018,7,28,0,0,0,0,90.95,0,0
35532,2,0,2,1,0,0,0,81,2018,10,16,0,0,0,0,80.75,1,1
29735,2,0,0,3,0,0,0,123,2018,3,29,1,0,0,0,108.3,1,0
41953,2,0,1,2,0,0,0,48,2018,1,11,0,0,0,0,60.0,0,0
39466,1,0,0,0,2,0,0,0,2017,10,9,1,0,0,0,0.0,0,0
17098,1,0,1,0,0,0,0,4,2018,2,9,2,1,0,4,65.33,0,0
27871,2,0,0,1,0,0,0,221,2018,8,31,1,0,0,0,112.5,1,1
31515,2,0,1,3,0,0,0,214,2018,8,22,1,0,0,0,90.95,0,0
14244,2,0,2,5,0,0,0,349,2018,10,4,1,0,0,0,90.0,1,1
30691,1,0,0,2,0,0,0,33,2018,12,16,4,0,0,0,0.0,0,0
26988,2,0,2,1,0,0,0,268,2018,10,1,1,0,0,0,66.71,1,0
1929,2,0,2,5,0,0,0,122,2018,12,4,1,0,0,0,66.53,0,0
29316,1,0,1,2,0,0,0,219,2017,10,4,0,0,0,0,76.67,0,0
14392,2,0,0,2,0,0,0,179,2018,10,27,1,0,0,0,90.9,0,1
24539,2,0,1,2,0,0,0,103,2018,6,19,0,0,0,0,115.0,0,0
41410,2,0,1,2,0,0,0,50,2018,4,25,0,0,0,0,85.5,0,1
35266,2,0,2,1,0,0,0,179,2018,10,1,1,0,0,0,106.2,2,1
11780,2,1,1,2,0,0,1,35,2018,5,30,1,0,0,0,140.4,2,0
18992,2,0,2,1,0,0,0,42,2018,5,21,0,0,0,0,112.0,1,1
40735,2,0,1,2,0,0,0,290,2018,6,20,1,0,0,0,72.0,0,0
26011,2,0,2,1,0,0,0,139,2018,5,12,1,0,0,0,105.3,0,1
11320,3,0,0,1,0,0,1,58,2018,6,7,1,0,0,0,159.3,0,1
22090,2,0,1,2,2,0,0,19,2018,12,5,0,0,0,0,98.0,0,0
22236,2,0,2,1,1,0,0,133,2018,8,20,1,0,0,0,94.5,0,1
20964,2,0,1,2,0,0,0,71,2017,7,25,0,0,0,0,49.5,0,0
16314,2,0,0,1,0,0,0,152,2018,7,6,1,0,0,0,114.3,0,1
4568,3,0,1,1,0,0,1,85,2018,8,24,1,0,0,0,159.3,0,0
18359,2,0,0,2,0,1,2,5,2017,12,23,1,0,0,0,82.0,1,0
6599,1,0,1,4,0,0,0,82,2018,4,3,1,0,0,0,73.9,1,0
1847,2,0,1,4,0,0,0,110,2017,12,9,0,0,0,0,70.0,0,0
38895,2,0,0,3,0,0,0,322,2018,5,19,0,0,0,0,80.0,0,0
15615,1,0,1,2,1,0,0,75,2018,11,3,1,0,0,0,87.31,0,0
6063,1,0,0,1,0,0,0,0,2018,6,15,2,1,0,2,40.0,1,0
2188,1,0,0,1,0,0,0,99,2017,2,19,2,0,0,0,81.0,0,0
39404,2,1,0,1,0,0,0,8,2018,9,3,1,0,0,0,159.0,1,1
29040,2,1,2,4,0,0,0,10,2018,7,3,1,0,0,0,145.0,0,1
17330,2,1,0,2,2,0,0,61,2017,10,4,1,0,0,0,35.2,0,1
2781,2,0,2,2,0,0,0,42,2018,3,19,0,0,0,0,63.58,0,0
31622,2,0,0,1,0,1,0,156,2018,8,19,1,0,0,0,108.9,0,1
33943,2,0,0,3,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,1
38160,2,0,1,2,0,0,0,193,2018,6,20,0,0,0,0,100.0,0,1
18561,2,0,0,1,0,0,0,27,2018,6,17,0,0,0,0,130.0,0,0
2560,2,0,0,2,0,0,0,53,2018,11,11,0,0,0,0,75.0,0,0
16216,2,0,0,2,0,0,0,217,2018,8,10,1,0,0,0,96.3,0,1
29390,3,0,1,2,0,1,1,24,2018,2,19,1,0,0,0,139.0,1,0
32378,2,0,1,1,1,0,0,73,2018,3,18,1,0,0,0,67.5,0,1
31364,2,0,0,4,0,0,0,114,2018,7,12,1,0,0,0,112.5,0,1
36018,2,1,2,2,0,0,2,39,2017,12,27,1,0,0,0,99.86,1,0
5612,2,0,1,3,0,0,0,174,2018,4,27,1,0,0,0,92.65,0,1
37620,2,0,1,2,0,1,1,17,2018,8,12,1,0,0,0,175.67,2,0
33832,1,0,1,0,0,0,0,5,2018,6,27,2,1,2,5,65.0,0,0
18146,2,0,0,1,2,0,0,55,2018,4,6,1,0,0,0,104.0,1,0
37079,1,0,2,2,0,1,0,188,2017,8,1,1,0,0,0,102.5,0,1
31848,3,0,3,5,0,0,1,113,2018,8,23,1,0,0,0,150.3,1,1
27319,2,2,0,2,0,0,0,7,2017,9,21,1,0,0,0,165.0,2,0
12432,2,0,2,3,0,0,2,48,2018,3,20,1,0,0,0,83.5,1,0
11363,2,0,0,1,2,0,0,55,2018,6,8,0,0,0,0,104.0,1,0
27226,1,0,0,2,2,0,0,1,2017,9,17,0,0,0,0,82.0,0,0
2401,3,0,0,2,0,0,0,80,2018,11,19,1,0,0,0,128.6,2,0
37557,1,0,2,1,0,0,0,163,2018,10,3,1,0,0,0,100.8,0,1
24886,1,0,1,1,0,0,0,21,2018,11,7,1,0,0,0,165.75,0,1
9635,3,0,1,2,0,0,1,193,2018,8,22,1,0,0,0,137.7,0,1
21539,2,0,1,2,0,0,0,101,2018,4,18,1,0,0,0,90.3,1,0
10549,2,0,2,3,1,0,0,151,2018,8,21,1,0,0,0,91.48,1,0
18764,1,0,2,2,0,0,0,208,2018,7,1,1,0,0,0,80.75,0,1
7256,2,0,1,5,0,0,0,60,2017,10,12,0,0,0,0,65.0,0,0
33876,1,0,0,2,0,0,0,0,2017,8,13,0,0,0,0,80.0,0,0
39322,1,0,2,3,0,0,0,219,2017,9,4,0,0,0,0,76.67,0,0
21882,2,2,0,1,0,0,3,11,2018,10,11,1,0,0,0,153.0,0,0
5928,3,0,2,3,0,0,1,64,2018,12,10,1,0,0,0,130.9,0,0
1833,1,0,0,2,0,0,0,8,2018,9,26,2,1,0,6,65.0,0,0
4753,2,0,0,4,0,0,0,122,2018,7,13,1,0,0,0,89.25,2,0
11482,2,0,0,4,0,0,0,205,2018,5,20,1,0,0,0,118.0,0,1
13691,2,0,1,3,1,0,0,208,2018,6,30,1,0,0,0,80.75,0,1
21084,1,2,1,2,0,0,3,18,2017,9,7,1,0,0,0,195.0,2,0
4872,2,0,2,4,0,0,1,79,2018,10,17,1,0,0,0,120.6,0,1
41739,2,0,0,4,1,0,0,136,2018,8,28,1,0,0,0,105.6,2,0
1472,2,0,2,0,2,0,0,150,2018,1,17,0,0,0,0,101.0,0,0
24652,2,0,2,3,0,0,0,151,2018,10,6,1,0,0,0,91.48,1,0
19617,2,0,0,2,2,0,0,1,2017,8,14,0,0,0,0,101.5,0,0
30456,2,0,0,3,0,0,1,110,2018,6,3,1,0,0,0,119.85,4,0
11746,2,0,2,2,0,0,4,35,2018,4,17,1,0,0,0,131.4,0,0
41486,2,0,2,1,0,0,0,204,2017,10,2,1,0,0,0,98.44,1,1
6692,2,0,1,1,0,0,1,85,2018,6,2,1,0,0,0,140.4,0,1
19943,2,2,2,1,0,0,3,9,2018,7,10,1,0,0,0,177.0,1,0
21533,2,0,1,2,0,0,1,141,2018,7,4,0,0,0,0,82.45,0,0
34786,2,1,2,5,0,0,1,199,2018,8,31,1,0,0,0,94.51,1,0
33425,2,0,0,1,0,0,0,56,2018,6,8,0,0,0,0,120.0,1,0
40010,2,0,0,3,0,0,0,28,2017,9,29,0,0,0,0,130.0,0,0
28147,2,0,1,2,0,0,0,54,2018,11,11,0,0,0,0,75.0,0,0
8662,2,0,0,4,0,0,0,112,2018,11,3,1,0,0,0,100.05,2,1
18840,3,0,2,0,0,0,1,99,2018,10,12,1,0,0,0,151.2,0,1
5314,2,0,0,2,0,0,2,3,2018,9,20,1,0,0,0,155.68,4,0
11657,2,1,1,3,2,0,0,173,2018,8,8,1,0,0,0,174.25,1,1
33267,2,0,4,9,0,0,1,136,2018,7,13,1,0,0,0,131.84,0,1
10459,2,0,2,1,0,0,0,249,2018,10,2,1,0,0,0,96.3,0,1
37002,2,0,0,2,0,0,0,377,2018,10,14,0,0,0,0,115.0,1,1
5560,3,0,1,1,0,0,0,59,2018,3,14,1,0,0,0,131.4,2,0
18420,1,0,0,1,2,0,0,74,2017,9,18,0,0,0,0,80.0,0,0
23433,2,1,1,5,0,0,0,108,2018,9,24,1,0,0,0,143.1,2,0
8069,3,0,1,1,0,0,1,6,2018,3,23,1,0,0,0,194.3,1,0
5819,2,0,0,2,1,0,0,141,2018,11,25,0,0,0,0,85.0,0,0
13188,3,0,0,3,0,0,0,41,2018,12,27,0,0,0,0,81.88,0,0
12331,1,0,0,3,0,0,0,37,2018,10,16,0,0,0,0,95.0,0,0
11446,1,0,0,2,0,0,4,14,2018,4,21,2,0,0,0,140.0,0,0
5136,1,0,0,3,2,0,0,6,2017,7,1,0,0,0,0,80.0,0,0
8746,2,0,2,5,0,0,1,141,2018,7,18,1,0,0,0,114.63,0,1
38725,1,0,0,2,0,0,0,1,2018,7,30,0,0,0,0,80.0,0,0
9147,2,0,2,4,0,0,1,86,2018,10,30,1,0,0,0,111.6,0,1
1440,2,0,2,2,0,0,0,143,2018,8,14,1,0,0,0,114.3,0,1
13714,2,0,1,0,0,0,0,258,2018,10,16,1,0,0,0,110.0,0,1
9696,2,0,2,4,0,0,0,69,2018,6,13,0,0,0,0,120.0,0,0
1206,2,2,0,1,0,0,1,7,2018,7,26,1,0,0,0,181.0,2,0
27804,1,0,2,2,0,0,0,136,2018,8,20,1,0,0,0,85.5,1,0
12473,2,0,0,4,1,0,0,260,2018,12,22,1,0,0,0,53.47,0,0
16127,2,0,2,3,2,0,1,71,2018,4,22,1,0,0,0,149.4,1,0
27737,3,0,0,2,0,0,1,36,2018,10,12,1,0,0,0,158.4,0,1
40214,2,0,0,3,2,0,0,83,2017,9,30,0,0,0,0,112.2,0,0
32754,2,0,0,2,0,0,0,75,2018,4,26,0,0,0,0,75.0,0,0
11932,2,0,2,4,0,1,0,75,2018,4,4,1,0,0,0,87.55,0,0
9600,2,0,2,3,0,0,0,359,2018,10,14,1,0,0,0,78.0,1,0
33213,2,0,2,5,0,0,0,155,2018,8,14,1,0,0,0,105.52,3,0
12827,2,0,0,2,0,0,0,46,2017,11,4,0,0,0,0,75.0,0,0
26828,2,0,0,3,0,0,0,105,2018,10,6,1,0,0,0,113.4,0,1
36389,2,0,2,4,0,0,1,49,2017,11,23,0,0,0,0,60.0,0,0
13479,0,2,0,3,0,0,2,0,2017,8,21,1,0,0,0,127.5,0,0
36107,2,0,2,5,0,0,1,69,2018,4,16,1,0,0,0,110.99,0,1
14724,2,0,2,5,0,0,0,189,2017,8,12,1,0,0,0,76.5,3,0
21024,2,0,0,1,0,0,2,0,2018,10,7,4,1,0,3,0.0,1,0
12271,1,0,1,2,0,0,0,46,2018,3,26,1,0,0,0,107.1,0,1
10197,2,0,1,1,0,0,0,184,2018,10,16,1,0,0,0,105.3,0,1
15807,2,0,1,4,0,0,0,110,2017,12,1,1,0,0,0,72.25,0,0
35121,2,0,0,3,0,0,0,85,2018,12,31,0,0,0,0,71.33,0,0
22095,2,0,1,1,0,0,1,267,2018,10,5,1,0,0,0,115.2,0,1
14187,2,0,2,2,0,1,1,3,2018,1,2,1,0,0,0,108.0,1,0
38504,1,0,0,1,0,0,0,20,2018,7,4,2,1,0,2,65.0,0,0
41732,2,0,2,2,2,0,0,56,2018,9,4,1,0,0,0,152.15,0,1
22110,2,0,2,1,0,0,0,97,2018,10,23,0,0,0,0,80.75,0,1
27136,2,0,1,2,0,0,0,161,2018,3,19,0,0,0,0,130.0,0,1
33664,2,0,0,3,0,0,1,22,2017,10,5,0,0,0,0,75.0,0,0
22239,2,0,0,4,0,0,0,160,2017,12,30,0,0,0,0,70.0,0,0
25228,2,0,0,4,0,0,0,178,2018,10,26,1,0,0,0,90.9,0,1
14910,3,0,1,4,0,0,0,90,2018,10,5,0,0,0,0,105.4,1,0
16795,1,0,0,2,0,0,0,103,2018,5,4,1,0,0,0,80.0,0,1
4240,1,0,1,3,0,0,0,0,2017,10,12,0,0,0,0,75.0,0,0
5090,2,0,0,2,0,0,0,102,2017,10,16,0,0,0,0,101.5,0,1
24987,1,0,0,3,0,0,0,1,2017,10,20,0,0,0,0,95.0,0,0
6466,2,0,0,2,1,0,0,211,2018,12,15,1,0,0,0,67.5,1,0
32381,2,1,0,1,0,0,0,162,2018,8,16,1,0,0,0,130.5,2,1
8936,2,0,1,1,1,0,0,109,2018,10,11,1,0,0,0,108.0,0,1
33193,1,0,1,0,0,0,0,0,2018,6,20,0,0,0,0,106.4,0,0
33967,1,0,0,2,0,0,0,188,2018,7,15,1,0,0,0,130.0,0,1
1315,2,0,2,3,0,0,0,104,2018,4,3,1,0,0,0,82.45,1,0
27971,2,0,1,2,1,0,2,118,2018,6,27,1,0,0,0,116.1,0,1
19672,2,0,2,1,0,0,1,32,2017,12,27,0,0,0,0,60.0,0,0
9223,2,0,2,3,0,0,0,48,2018,11,11,0,0,0,0,75.0,0,0
31689,2,0,2,2,0,0,1,86,2018,12,30,1,0,0,0,102.6,1,0
10352,2,0,0,3,0,0,0,96,2018,10,26,1,0,0,0,97.82,0,1
8074,2,2,0,3,0,0,3,7,2018,8,20,1,0,0,0,231.0,0,1
33596,2,0,0,3,0,0,0,155,2018,7,7,1,0,0,0,103.5,1,1
29054,2,0,2,2,0,0,0,134,2017,12,4,0,0,0,0,68.0,0,0
15598,3,0,0,3,0,0,1,16,2018,12,15,1,0,0,0,130.9,2,0
40968,1,0,0,1,0,0,0,361,2018,11,4,1,1,0,1,91.0,0,1
36391,1,0,0,1,0,1,0,1,2017,8,28,2,1,2,2,65.0,0,0
31594,1,0,1,2,0,0,0,150,2018,1,18,1,0,0,0,71.6,0,0
34735,2,0,2,2,1,0,0,126,2018,5,15,1,0,0,0,89.25,1,0
13578,2,0,0,1,0,0,0,263,2017,8,21,0,0,0,0,67.0,0,0
14909,1,0,0,4,0,0,1,27,2018,10,21,3,0,0,0,110.0,0,0
1046,2,0,2,1,1,0,0,205,2018,10,22,1,0,0,0,98.1,1,1
17968,2,0,2,1,0,0,0,6,2018,3,27,0,0,0,0,55.0,0,0
26271,2,0,0,1,0,0,0,40,2017,10,26,0,0,0,0,65.0,0,0
23014,2,0,2,2,1,0,0,268,2018,4,8,1,0,0,0,78.0,0,1
14941,1,0,0,3,0,0,0,1,2018,10,3,0,0,0,0,95.0,0,0
34500,2,0,0,1,0,0,0,112,2018,6,16,1,0,0,0,140.4,1,0
3138,3,0,1,0,0,0,1,36,2018,7,2,1,0,0,0,150.3,2,0
34696,2,0,1,5,0,0,1,91,2018,7,25,0,0,0,0,82.45,0,1
32002,2,0,2,5,1,0,0,227,2018,8,17,1,0,0,0,92.29,0,1
20286,2,0,1,2,1,0,0,134,2018,8,11,1,0,0,0,103.5,1,0
1772,1,0,0,3,0,0,0,14,2017,11,5,0,0,0,0,100.0,0,0
21176,2,1,2,1,0,0,0,155,2018,8,1,1,0,0,0,121.5,2,1
36479,3,1,0,4,0,0,1,104,2018,7,16,1,0,0,0,191.9,1,0
1287,2,2,1,3,0,1,3,2,2018,3,21,1,0,0,0,249.0,1,0
3948,2,0,0,2,0,0,0,132,2018,7,25,1,0,0,0,96.3,1,0
41513,1,0,0,1,0,0,1,10,2018,9,13,1,0,0,0,184.0,2,0
2621,2,0,1,0,2,0,0,386,2018,10,24,0,0,0,0,115.0,0,1
13291,2,0,0,2,0,0,0,20,2017,12,22,0,0,0,0,65.0,0,0
14814,2,0,1,4,0,0,0,134,2018,7,11,1,0,0,0,99.45,2,0
33761,2,0,0,1,1,0,0,109,2018,7,7,1,0,0,0,103.5,1,0
32211,2,0,2,5,0,0,1,160,2018,4,29,1,0,0,0,95.2,0,1
33858,3,0,2,5,0,0,0,155,2018,8,1,1,0,0,0,130.05,1,1
12017,2,0,1,1,0,0,2,51,2018,9,21,1,0,0,0,109.8,1,0
40007,1,0,1,1,0,0,4,248,2018,10,28,2,0,0,0,106.0,0,1
40618,1,0,0,1,0,0,0,63,2018,10,25,1,0,0,0,102.6,0,1
17544,1,0,0,1,1,0,0,20,2018,6,2,0,0,0,0,85.0,0,0
2238,2,0,1,3,0,0,0,254,2018,10,16,1,0,0,0,92.28,1,0
25340,1,0,0,3,0,0,1,62,2018,9,1,1,0,0,0,115.5,2,0
41760,2,0,2,3,0,0,0,102,2018,7,14,0,0,0,0,72.25,0,1
1205,2,0,2,5,0,0,1,144,2018,9,24,1,0,0,0,129.34,0,1
29397,2,0,0,3,1,0,0,100,2018,2,24,1,0,0,0,69.5,1,0
27290,3,0,0,2,0,0,0,128,2018,9,22,1,0,0,0,162.0,1,0
23556,2,0,2,3,0,0,0,130,2018,10,16,1,0,0,0,82.59,0,0
21687,2,0,2,4,0,0,0,205,2018,5,29,1,0,0,0,90.0,0,0
