id,CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
4959,531.3,0.0,121.9,154.8,11.3,1058.6,778.5,56,79.99
1423,298.1,0.0,107.0,209.7,6.1,878.4,753.5,28,42.13
656,198.6,0.0,0.0,192.0,0.0,978.4,825.5,28,25.1
3752,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,8.06
4984,238.0,0.0,0.0,186.0,7.0,949.0,795.0,100,51.96
2102,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,45.37
632,167.4,129.9,128.6,175.5,7.8,1007.3,746.6,100,49.77
3898,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,360,35.08
2493,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,46.39
2665,252.3,147.2,0.0,185.7,0.0,1012.4,714.3,28,46.25
3767,213.7,0.0,0.0,154.8,10.2,1053.5,776.4,14,33.21
5277,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,9.01
3869,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,365,52.91
3626,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,3,15.05
4271,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,24.85
2500,173.8,50.1,173.8,160.6,11.8,973.4,875.6,56,60.29
1465,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,31.35
3306,295.8,0.0,0.0,185.7,0.0,1069.2,769.3,3,12.05
115,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,50.51
1821,397.0,0.0,94.0,157.0,14.3,938.0,845.0,56,41.05
1494,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,31.54
2401,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,365,66.0
1232,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,9.56
2661,313.0,0.0,0.0,184.0,0.0,1000.0,822.0,28,25.97
2817,266.0,114.0,0.0,228.0,0.0,932.0,670.0,7,9.74
5155,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,51.06
4942,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,50.66
1153,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,43.8
4301,475.0,47.5,0.0,228.0,2.5,932.0,594.0,28,53.77
57,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,15.09
3976,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.04
3753,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,8.54
4634,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,37.27
5346,382.5,0.0,0.0,185.7,0.0,940.6,758.6,7,4.78
1735,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,32.25
2823,277.1,97.8,24.5,160.7,11.2,1061.7,782.5,14,28.02
2196,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,76.24
159,405.0,0.0,0.0,175.0,0.0,1125.0,613.0,180,32.85
2475,331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.18
2564,281.0,114.6,0.0,186.0,0.0,972.6,750.0,28,35.23
3699,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,10.34
3458,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,19.69
2608,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,31.65
4849,252.1,0.0,98.8,146.1,14.8,987.8,889.0,14,31.02
707,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,61.99
3046,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,36.45
4626,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,68.5
1093,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,33.05
4914,212.5,0.0,100.4,159.3,13.9,1007.3,903.6,3,56.85
1376,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,21.97
5389,400.0,0.0,0.0,173.0,0.0,1145.0,613.0,28,33.56
72,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,24.1
1922,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,16.88
3715,236.0,0.0,0.0,192.0,0.0,968.0,885.0,7,36.8
1764,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,52.3
743,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,61.46
3362,375.0,0.0,0.0,186.7,15.0,956.9,884.3,7,34.9
1005,166.8,173.5,128.6,175.5,12.1,867.2,611.8,28,23.64
2668,522.0,0.0,0.0,146.0,0.0,888.0,896.0,90,74.99
1190,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,17.6
4606,305.3,0.0,0.0,203.5,0.0,965.4,631.0,28,37.8
2601,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,24.39
1125,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,8.2
1241,516.0,106.3,0.0,153.5,16.0,801.0,802.6,28,75.5
3921,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,37.42
4775,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,42.13
4552,135.0,207.0,161.0,178.0,10.0,917.0,759.0,28,55.55
998,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,21.48
3966,500.0,0.0,0.0,162.0,9.5,1033.0,800.0,28,62.05
3323,214.9,53.8,121.9,155.6,9.4,1014.3,780.6,91,56.83
2684,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,9.69
1577,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,51.86
5178,190.3,0.0,0.0,185.7,0.0,1076.2,759.3,28,30.08
1826,266.0,114.0,0.0,228.0,0.0,932.0,670.0,7,10.03
5212,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,24.9
5392,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,25.2
4174,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,26.15
440,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.2
5352,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,29.07
1100,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,59.89
2637,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,25.18
5236,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,6.94
649,385.0,0.0,0.0,186.0,0.0,1066.0,763.0,28,76.8
1546,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,31.64
3231,350.0,0.0,0.0,203.0,0.0,1069.0,674.0,28,29.65
5057,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,17.96
5059,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,52.44
3705,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,53.72
4974,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,13.46
4233,155.7,183.9,0.0,193.3,9.1,877.2,867.7,28,25.48
630,401.8,94.7,0.0,147.4,11.4,946.8,852.2,56,66.7
672,133.1,200.0,0.0,203.5,0.0,927.4,839.2,7,20.73
1249,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,55.5
3372,297.0,0.0,0.0,191.0,0.0,878.0,714.0,28,27.92
482,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,25.97
1584,400.0,0.0,0.0,186.0,0.0,1040.0,745.0,7,38.33
3599,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.82
4998,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,6.27
3954,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,41.05
1462,212.1,0.0,100.4,159.4,8.9,1007.8,903.6,3,23.22
3040,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,24.28
4345,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,50.46
4165,310.0,0.0,112.0,202.0,10.0,801.0,801.0,28,13.2
5382,252.3,128.5,98.8,158.5,12.8,967.1,748.5,28,77.3
3273,238.1,0.0,94.6,197.9,4.6,949.9,847.0,14,28.94
3238,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,180,25.56
3131,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,14.64
2578,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,62.94
4270,190.7,0.0,125.4,166.6,9.9,1090.0,704.3,14,14.54
49,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,9.69
4635,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,14,25.42
4706,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,46.23
858,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,35.87
3225,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,32.85
1072,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,56.1
719,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,27.68
3698,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,33.54
2631,173.5,50.1,173.5,164.8,6.5,1061.7,793.5,28,37.27
5267,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,25.56
1660,275.1,0.0,121.6,159.5,9.9,1053.6,777.5,100,31.12
1656,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.9
2425,295.7,0.0,95.6,171.5,8.9,955.1,859.2,91,75.5
4109,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,37.92
4762,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,19.77
5375,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,37.68
3871,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,40.39
3097,374.0,19.0,141.0,151.0,10.0,801.0,758.0,3,21.54
4842,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,33.42
3867,144.0,15.0,195.0,171.0,8.0,822.0,843.0,28,28.68
5137,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,33.05
3189,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,48.59
2934,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,17.57
5026,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,17.95
4241,250.0,0.0,125.2,182.9,5.7,1088.1,820.0,28,30.45
2606,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,11.41
1385,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,52.45
4293,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,32.92
1399,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,29.55
1195,252.0,0.0,0.0,185.0,0.0,1111.0,830.0,90,31.9
1408,387.0,0.0,94.0,157.0,14.3,938.0,845.0,3,22.95
1845,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,56.06
1798,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,38.46
1475,153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,41.41
3768,190.3,0.0,125.2,166.6,0.0,985.8,806.9,28,34.24
35,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,40.57
4395,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,8.54
2345,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,31.64
5285,376.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,39.64
3312,250.0,0.0,0.0,185.0,0.0,1069.0,769.0,3,12.55
2359,167.9,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.77
3006,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,40.23
2206,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,32.88
3749,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.89
5111,149.0,133.7,0.0,193.3,6.1,859.2,827.7,28,29.0
3179,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,31.54
1286,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,22.72
349,133.0,133.0,0.0,192.0,0.0,932.0,770.0,28,31.42
2137,212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,9.56
2691,397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,26.14
3516,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,39.4
3659,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,28.1
1681,200.0,0.0,0.0,192.0,0.0,965.4,805.0,7,21.16
4391,145.0,0.0,134.0,158.0,11.0,979.0,812.0,28,33.96
1443,102.0,153.0,0.0,192.0,0.0,887.0,942.0,180,32.63
4310,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,45.85
3215,366.0,22.0,0.0,186.0,0.0,966.0,763.0,28,32.05
1671,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,69.84
3480,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,33.27
1179,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,33.09
2798,213.5,98.1,24.5,171.1,6.7,1066.0,785.5,14,26.74
1692,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,33.09
4316,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,43.7
372,313.3,145.0,0.0,178.1,8.2,1000.0,611.8,28,41.68
3055,190.7,0.0,125.2,166.6,9.9,1090.0,802.6,28,27.83
4161,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.76
1916,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.56
1357,310.0,0.0,0.0,162.0,10.9,1130.0,830.0,7,47.82
1825,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,44.28
786,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,31.42
469,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,16.26
140,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,46.39
788,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,42.29
323,322.0,0.0,0.0,184.0,1.7,971.0,774.0,28,43.39
50,122.6,203.5,0.0,203.5,0.0,958.2,800.1,90,33.94
714,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,30.39
4855,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,30.22
2840,135.7,0.0,175.2,178.5,8.0,1076.2,798.9,28,53.52
2446,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,50.53
5201,310.0,0.0,0.0,192.0,0.0,1111.0,821.0,28,55.6
3690,331.0,0.0,0.0,192.0,0.0,978.0,825.0,100,40.06
4782,376.0,0.0,0.0,186.0,0.0,1003.5,762.4,100,44.52
4965,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,4.83
4458,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,7,7.4
2666,350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,41.2
406,252.0,187.0,137.0,201.0,8.0,869.0,695.0,28,59.0
3931,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,35.23
1004,210.7,316.1,0.0,185.7,0.0,977.0,689.3,90,47.97
3518,298.0,0.0,107.0,221.0,11.0,860.0,778.0,28,46.23
890,212.0,141.3,0.0,203.5,0.0,999.8,822.0,28,37.92
2411,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,3,22.95
2545,374.0,0.0,0.0,185.0,0.0,1012.0,714.0,7,13.36
4434,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,28.63
2390,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,27.63
4352,298.0,137.0,106.0,195.0,6.0,935.0,758.0,28,55.51
42,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,38.11
2830,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.02
3872,288.4,121.0,0.0,177.4,9.5,907.9,829.5,28,61.92
3371,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,41.93
3022,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,30.45
3364,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,22.14
303,233.8,0.0,94.6,197.9,7.8,949.9,847.0,3,9.87
4881,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,42.64
11,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,23.51
664,296.0,0.0,0.0,192.0,0.0,1031.0,758.0,28,33.06
1177,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,32.04
3292,322.0,0.0,0.0,196.0,9.0,951.0,709.0,28,21.91
2676,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,13.2
1947,393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,17.24
2501,382.0,0.0,0.0,192.0,0.0,1047.0,739.0,90,37.27
1473,165.0,128.5,132.1,175.5,7.6,1005.8,746.6,3,15.53
4075,288.0,192.0,0.0,192.0,0.0,929.8,717.8,28,71.3
2375,393.0,0.0,0.0,192.0,0.0,940.0,758.0,365,38.56
2132,273.0,105.0,82.0,178.0,9.0,910.0,745.0,28,39.42
1026,313.3,145.0,0.0,178.5,8.0,1002.0,689.3,28,21.6
2989,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,13.46
961,246.8,0.0,125.1,143.3,12.0,959.2,800.9,56,40.87
2889,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,26.06
3021,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.05
3015,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,56.14
3670,173.5,0.0,173.5,164.8,6.5,1006.2,793.5,3,13.52
3338,146.0,0.0,121.0,183.0,6.0,869.0,891.0,28,31.64
2009,297.2,0.0,117.5,174.8,6.7,1022.8,753.5,3,14.7
2149,380.0,190.0,0.0,228.0,0.0,932.0,670.0,365,39.45
3887,332.5,142.5,0.0,228.0,0.0,832.6,698.1,28,17.37
2338,200.0,0.0,0.0,180.3,0.0,1125.0,613.2,28,31.9
735,251.4,0.0,118.3,185.7,5.8,1069.3,754.3,3,14.84
304,222.4,0.0,96.7,189.3,6.1,967.1,870.3,28,27.34
1440,387.0,20.0,94.0,157.0,11.6,1145.0,845.0,3,33.4
1496,165.0,128.9,132.1,175.1,8.9,1005.8,746.6,56,41.41
2652,289.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,24.99
2875,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,24.4
916,446.0,0.0,79.0,162.0,11.6,967.0,712.0,56,66.6
4522,275.1,0.0,121.6,170.2,8.7,1026.6,753.5,3,4.78
710,385.0,0.0,0.0,186.0,0.0,966.0,763.0,270,40.15
4996,251.4,0.0,118.3,188.5,5.3,1028.4,757.7,100,58.61
4774,154.8,183.4,0.0,193.3,9.2,1047.4,696.7,28,52.82
2772,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,66.95
1624,375.0,93.4,93.9,126.6,23.4,961.2,992.6,100,42.55
4295,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,360,41.24
821,149.1,26.2,126.5,183.8,5.8,838.6,698.3,28,29.73
3862,238.0,0.0,0.0,185.0,0.0,1119.0,789.0,7,18.42
1354,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,34.49
4864,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,71.3
850,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,39.15
3350,475.0,0.0,0.0,189.0,0.0,1125.0,783.0,28,65.2
1000,133.0,200.0,133.0,192.0,0.0,927.4,806.2,28,27.34
3955,355.0,0.0,77.0,189.0,6.0,967.0,643.0,28,31.9
18,516.0,0.0,0.0,162.0,7.0,932.0,617.0,28,26.32
1637,254.0,0.0,0.0,198.0,0.0,968.0,863.0,14,24.9
1667,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,40.87
493,396.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,62.05
3173,155.2,193.8,94.1,193.8,7.0,998.0,749.1,28,23.08
4346,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,9.99
1347,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,61.07
3018,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,44.4
4287,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,71.3
3230,381.4,0.0,0.0,185.7,0.0,1047.8,744.3,28,61.07
3811,312.7,144.2,0.0,178.1,7.0,953.3,719.7,28,44.42
4162,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,55.25
4073,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,44.86
687,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,15.34
1112,212.6,0.0,100.4,159.9,8.7,1007.3,903.6,3,11.39
3232,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,27.68
1608,290.4,0.0,96.2,168.1,9.4,889.6,880.4,3,9.69
4427,140.0,210.0,0.0,186.0,0.0,974.0,774.0,28,38.07
3984,374.0,0.0,0.0,190.0,7.0,1047.0,739.0,28,18.91
1009,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,12.37
3291,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,38.41
2408,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,33.4
1092,355.9,189.0,167.9,167.9,18.6,944.7,659.9,28,35.23
1327,143.6,128.5,132.1,182.5,8.3,842.1,803.7,28,33.94
5034,173.0,0.0,0.0,192.0,0.0,946.8,856.4,7,15.87
1677,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,13.09
1999,305.3,181.2,0.0,195.5,6.7,1013.2,730.4,28,44.28
1310,202.0,11.0,141.0,206.0,1.7,1047.0,801.0,28,31.81
4574,374.3,189.0,0.0,170.1,10.1,926.1,756.7,28,56.14
3575,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,19.35
3814,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,28.8
1987,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,55.9
4183,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,25.51
344,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,30.65
4526,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,17.22
986,400.0,0.0,0.0,182.0,3.0,1025.0,745.0,7,10.34
587,157.0,236.0,0.0,192.0,0.0,940.6,781.2,7,24.4
2791,238.0,0.0,0.0,200.0,0.0,1119.0,789.0,28,21.06
4662,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,22.44
3641,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,27.83
4381,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,49.2
3485,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,24.45
3620,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,35.96
4995,203.5,135.7,0.0,203.5,0.0,1074.5,676.6,28,33.08
3289,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,33.61
1142,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,31.42
2358,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,50.94
3264,252.0,99.0,95.0,189.0,8.0,835.0,821.0,3,35.3
1198,133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,32.9
85,246.8,250.0,0.0,203.5,0.0,977.6,694.1,56,21.92
1518,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.92
516,356.9,119.7,0.0,160.2,22.1,923.2,657.9,28,43.57
1381,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,12.73
3728,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,43.38
2716,153.0,145.0,113.0,178.0,12.0,884.0,824.0,28,32.96
3611,173.5,50.1,173.5,164.8,6.5,1006.3,793.5,14,15.57
1014,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,24.1
128,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,41.05
1364,312.7,145.0,113.2,178.8,5.5,941.6,611.8,28,24.1
4166,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,69.66
4369,102.0,0.0,0.0,192.0,0.0,879.0,942.0,3,12.46
3658,331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.96
891,374.2,0.0,0.0,214.6,10.1,1003.8,762.4,3,32.85
2793,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,17.96
4550,251.4,0.0,118.3,192.9,5.8,1069.2,754.3,28,58.61
1359,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,26.97
307,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,41.84
1661,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,64.3
2431,164.0,111.0,175.0,202.0,11.0,833.0,709.0,28,61.07
4350,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,33.12
1317,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,31.12
3499,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,54.6
4651,200.0,133.0,0.0,192.0,0.0,978.4,825.5,3,6.88
3249,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,33.76
2474,172.4,13.6,172.4,156.8,3.4,1007.3,856.4,56,61.86
2542,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,31.42
5213,153.0,145.0,112.0,178.0,8.0,867.0,824.0,28,37.42
1246,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,52.91
4511,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,67.7
1208,238.1,0.0,0.0,185.7,0.0,1047.4,739.3,28,20.28
3377,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,32.84
216,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,16.5
4639,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,38.5
3585,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,90,42.13
1239,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,13.29
2289,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,33.73
2740,350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,43.58
275,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,21.65
489,154.8,0.0,142.8,193.3,10.0,1021.8,678.0,14,24.24
1035,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,31.84
1229,295.7,0.0,0.0,171.5,8.9,955.1,859.2,7,11.36
4954,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,33.73
1008,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,120,50.95
5094,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,22.72
3656,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,43.57
3725,236.0,0.0,0.0,192.0,0.0,940.0,765.0,3,24.89
2532,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,29.45
4509,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,54.9
1058,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,23.52
2166,158.0,111.0,86.0,195.0,7.0,877.0,783.0,28,32.72
4436,295.8,0.0,0.0,192.0,0.0,955.1,749.1,28,46.93
3950,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,51.04
281,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,14.2
1043,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,44.4
1316,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,56.06
5379,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,28.6
968,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,28.1
3660,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,20.73
1939,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,7.68
3708,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,21.26
1274,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,57.6
619,135.7,0.0,195.2,181.7,9.5,959.2,705.2,28,13.2
4043,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,33.96
1742,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,32.82
1390,155.0,185.0,0.0,185.0,0.0,1026.0,695.0,28,25.1
